id,size(Mb),processing time(s),photo ownership,gps location-alt,gps location-lat,gps location-lng,gps location in 2D-alt, gps location in 2D-lat,gps location in 2D-lng
0,4.8,26.72,0,10.000000,45.498013,-73.595005,0.000000,0.333585,0.000000
1,4.8,26.72,1,10.000000,45.499013,-73.595005,0.000000,0.444780,0.000000
2,4.8,26.72,0,10.000000,45.498013,-73.594005,0.000000,0.333585,0.111195
3,4.8,26.72,1,10.000000,45.499013,-73.594005,0.000000,0.444780,0.111195
4,4.8,26.72,2,10.000000,45.497013,-73.595005,0.000000,0.222390,0.000000
5,4.8,26.72,0,10.000000,45.498013,-73.593005,0.000000,0.333585,0.222390
6,4.8,26.72,1,10.000000,45.499013,-73.593005,0.000000,0.444780,0.222390
7,4.8,26.72,2,10.000000,45.497013,-73.594005,0.000000,0.222390,0.111195
8,4.8,26.72,3,10.000000,45.500013,-73.595005,0.000000,0.555975,0.000000
9,4.8,26.72,0,10.000000,45.498013,-73.592005,0.000000,0.333585,0.333585
10,4.8,26.72,1,10.000000,45.499013,-73.592005,0.000000,0.444780,0.333585
11,4.8,26.72,2,10.000000,45.497013,-73.593005,0.000000,0.222390,0.222390
12,4.8,26.72,3,10.000000,45.500013,-73.594005,0.000000,0.555975,0.111195
13,4.8,26.72,4,10.000000,45.496013,-73.595005,0.000000,0.111195,0.000000
14,4.8,26.72,0,10.000000,45.498013,-73.591005,0.000000,0.333585,0.444780
15,4.8,26.72,1,10.000000,45.499013,-73.591005,0.000000,0.444780,0.444780
16,4.8,26.72,2,10.000000,45.497013,-73.592005,0.000000,0.222390,0.333585
17,4.8,26.72,3,10.000000,45.500013,-73.593005,0.000000,0.555975,0.222390
18,4.8,26.72,4,10.000000,45.496013,-73.594005,0.000000,0.111195,0.111195
19,4.8,26.72,0,10.000000,45.498013,-73.590005,0.000000,0.333585,0.555975
20,4.8,26.72,1,10.000000,45.499013,-73.590005,0.000000,0.444780,0.555975
21,4.8,26.72,2,10.000000,45.497013,-73.591005,0.000000,0.222390,0.444780
22,4.8,26.72,3,10.000000,45.500013,-73.592005,0.000000,0.555975,0.333585
23,4.8,26.72,4,10.000000,45.496013,-73.593005,0.000000,0.111195,0.222390
24,4.8,26.72,0,10.000000,45.498013,-73.589005,0.000000,0.333585,0.667170
25,4.8,26.72,1,10.000000,45.499013,-73.589005,0.000000,0.444780,0.667170
26,4.8,26.72,2,10.000000,45.497013,-73.590005,0.000000,0.222390,0.555975
27,4.8,26.72,3,10.000000,45.500013,-73.591005,0.000000,0.555975,0.444780
28,4.8,26.72,4,10.000000,45.496013,-73.592005,0.000000,0.111195,0.333585
29,4.8,26.72,0,10.000000,45.498013,-73.588005,0.000000,0.333585,0.778364
30,4.8,26.72,1,10.000000,45.499013,-73.588005,0.000000,0.444780,0.778364
31,4.8,26.72,2,10.000000,45.497013,-73.589005,0.000000,0.222390,0.667170
32,4.8,26.72,3,10.000000,45.500013,-73.590005,0.000000,0.555975,0.555975
33,4.8,26.72,4,10.000000,45.496013,-73.591005,0.000000,0.111195,0.444780
34,4.8,26.72,0,10.000000,45.498013,-73.587005,0.000000,0.333585,0.889559
35,4.8,26.72,1,10.000000,45.499013,-73.587005,0.000000,0.444780,0.889559
36,4.8,26.72,2,10.000000,45.497013,-73.588005,0.000000,0.222390,0.778364
37,4.8,26.72,3,10.000000,45.500013,-73.589005,0.000000,0.555975,0.667170
38,4.8,26.72,4,10.000000,45.496013,-73.590005,0.000000,0.111195,0.555975
39,4.8,26.72,0,10.000000,45.498013,-73.586005,0.000000,0.333585,1.000754
40,4.8,26.72,1,10.000000,45.499013,-73.586005,0.000000,0.444780,1.000754
41,4.8,26.72,2,10.000000,45.497013,-73.587005,0.000000,0.222390,0.889559
42,4.8,26.72,3,10.000000,45.500013,-73.588005,0.000000,0.555975,0.778364
43,4.8,26.72,4,10.000000,45.496013,-73.589005,0.000000,0.111195,0.667170
44,4.8,26.72,2,10.000000,45.497013,-73.586005,0.000000,0.222390,1.000754
45,4.8,26.72,3,10.000000,45.500013,-73.587005,0.000000,0.555975,0.889559
46,4.8,26.72,4,10.000000,45.496013,-73.588005,0.000000,0.111195,0.778364
47,4.8,26.72,3,10.000000,45.500013,-73.586005,0.000000,0.555975,1.000754
48,4.8,26.72,4,10.000000,45.496013,-73.587005,0.000000,0.111195,0.889559
49,4.8,26.72,4,10.000000,45.496013,-73.586005,0.000000,0.111195,1.000754
50,4.8,26.72,0,10.000000,45.501013,-73.595005,0.000000,0.667170,0.000000
51,4.8,26.72,1,10.000000,45.502013,-73.595005,0.000000,0.778364,0.000000
52,4.8,26.72,0,10.000000,45.501013,-73.594005,0.000000,0.667170,0.111195
53,4.8,26.72,1,10.000000,45.502013,-73.594005,0.000000,0.778364,0.111195
54,4.8,26.72,2,10.000000,45.495013,-73.595005,0.000000,0.000000,0.000000
55,4.8,26.72,0,10.000000,45.501013,-73.593005,0.000000,0.667170,0.222390
56,4.8,26.72,1,10.000000,45.502013,-73.593005,0.000000,0.778364,0.222390
57,4.8,26.72,2,10.000000,45.495013,-73.594005,0.000000,0.000000,0.111195
58,4.8,26.72,3,10.000000,45.503013,-73.595005,0.000000,0.889559,0.000000
59,4.8,26.72,0,10.000000,45.501013,-73.592005,0.000000,0.667170,0.333585
60,4.8,26.72,1,10.000000,45.502013,-73.592005,0.000000,0.778364,0.333585
61,4.8,26.72,2,10.000000,45.495013,-73.593005,0.000000,0.000000,0.222390
62,4.8,26.72,3,10.000000,45.503013,-73.594005,0.000000,0.889559,0.111195
63,4.8,26.72,4,10.000000,45.504013,-73.595005,0.000000,1.000754,0.000000
64,4.8,26.72,0,10.000000,45.501013,-73.591005,0.000000,0.667170,0.444780
65,4.8,26.72,1,10.000000,45.502013,-73.591005,0.000000,0.778364,0.444780
66,4.8,26.72,4,10.000000,45.504013,-73.594005,0.000000,1.000754,0.111195
67,4.8,26.72,2,10.000000,45.495013,-73.592005,0.000000,0.000000,0.333585
68,4.8,26.72,3,10.000000,45.503013,-73.593005,0.000000,0.889559,0.222390
69,4.8,26.72,0,10.000000,45.501013,-73.590005,0.000000,0.667170,0.555975
70,4.8,26.72,1,10.000000,45.502013,-73.590005,0.000000,0.778364,0.555975
