id,size(Mb),processing time(s),photo ownership,gps location-alt,gps location-lat,gps location-lng,gps location in 2D-alt, gps location in 2D-lat,gps location in 2D-lng
0,4.8,26.72,0,15.00000000,45.49731359,-73.59949226,15.00000000,11.11949266,0.00000000
1,4.8,26.72,0,15.00000000,45.49741359,-73.59949226,15.00000000,22.23898533,0.00000000
2,4.8,26.72,0,15.00000000,45.49751359,-73.59949226,15.00000000,33.35847799,0.00000000
3,4.8,26.72,0,15.00000000,45.49761359,-73.59949226,15.00000000,44.47797066,0.00000000
4,4.8,26.72,0,15.00000000,45.49771359,-73.59949226,15.00000000,55.59746332,0.00000000
5,4.8,26.72,0,15.00000000,45.49781359,-73.59949226,15.00000000,66.71695599,0.00000000
6,4.8,26.72,0,15.00000000,45.49791359,-73.59949226,15.00000000,77.83644865,0.00000000
7,4.8,26.72,0,15.00000000,45.49801359,-73.59949226,15.00000000,88.95594132,0.00000000
8,4.8,26.72,0,15.00000000,45.49811359,-73.59949226,15.00000000,100.07543398,0.00000000
9,4.8,26.72,0,15.00000000,45.49821359,-73.59949226,15.00000000,111.19492665,0.00000000
10,4.8,26.72,0,15.00000000,45.49831359,-73.59949226,15.00000000,122.31441931,0.00000000
11,4.8,26.72,0,15.00000000,45.49841359,-73.59949226,15.00000000,133.43391198,0.00000000
12,4.8,26.72,0,15.00000000,45.49851359,-73.59949226,15.00000000,144.55340464,0.00000000
13,4.8,26.72,0,15.00000000,45.49861359,-73.59949226,15.00000000,155.67289731,0.00000000
14,4.8,26.72,0,15.00000000,45.49871359,-73.59949226,15.00000000,166.79238997,0.00000000
15,4.8,26.72,0,15.00000000,45.49881359,-73.59949226,15.00000000,177.91188264,0.00000000
16,4.8,26.72,0,15.00000000,45.49891359,-73.59949226,15.00000000,189.03137530,0.00000000
17,4.8,26.72,0,15.00000000,45.49901359,-73.59949226,15.00000000,200.15086797,0.00000000
18,4.8,26.72,0,15.00000000,45.49911359,-73.59949226,15.00000000,211.27036063,0.00000000
19,4.8,26.72,0,15.00000000,45.49921359,-73.59949226,15.00000000,222.38985330,0.00000000
20,4.8,26.72,1,15.00000000,45.49731359,-73.59939226,15.00000000,11.11949266,11.11949266
21,4.8,26.72,1,15.00000000,45.49741359,-73.59939226,15.00000000,22.23898533,11.11949266
22,4.8,26.72,1,15.00000000,45.49751359,-73.59939226,15.00000000,33.35847799,11.11949266
23,4.8,26.72,1,15.00000000,45.49761359,-73.59939226,15.00000000,44.47797066,11.11949266
24,4.8,26.72,1,15.00000000,45.49771359,-73.59939226,15.00000000,55.59746332,11.11949266
25,4.8,26.72,1,15.00000000,45.49781359,-73.59939226,15.00000000,66.71695599,11.11949266
26,4.8,26.72,1,15.00000000,45.49791359,-73.59939226,15.00000000,77.83644865,11.11949266
27,4.8,26.72,1,15.00000000,45.49801359,-73.59939226,15.00000000,88.95594132,11.11949266
28,4.8,26.72,1,15.00000000,45.49811359,-73.59939226,15.00000000,100.07543398,11.11949266
29,4.8,26.72,1,15.00000000,45.49821359,-73.59939226,15.00000000,111.19492665,11.11949266
30,4.8,26.72,1,15.00000000,45.49831359,-73.59939226,15.00000000,122.31441931,11.11949266
31,4.8,26.72,1,15.00000000,45.49841359,-73.59939226,15.00000000,133.43391198,11.11949266
32,4.8,26.72,1,15.00000000,45.49851359,-73.59939226,15.00000000,144.55340464,11.11949266
33,4.8,26.72,1,15.00000000,45.49861359,-73.59939226,15.00000000,155.67289731,11.11949266
34,4.8,26.72,1,15.00000000,45.49871359,-73.59939226,15.00000000,166.79238997,11.11949266
35,4.8,26.72,1,15.00000000,45.49881359,-73.59939226,15.00000000,177.91188264,11.11949266
36,4.8,26.72,0,15.00000000,45.49891359,-73.59939226,15.00000000,189.03137530,11.11949266
37,4.8,26.72,0,15.00000000,45.49901359,-73.59939226,15.00000000,200.15086797,11.11949266
38,4.8,26.72,0,15.00000000,45.49911359,-73.59939226,15.00000000,211.27036063,11.11949266
39,4.8,26.72,0,15.00000000,45.49921359,-73.59939226,15.00000000,222.38985330,11.11949266
40,4.8,26.72,2,15.00000000,45.49731359,-73.59929226,15.00000000,11.11949266,22.23898533
41,4.8,26.72,2,15.00000000,45.49741359,-73.59929226,15.00000000,22.23898533,22.23898533
42,4.8,26.72,2,15.00000000,45.49751359,-73.59929226,15.00000000,33.35847799,22.23898533
43,4.8,26.72,2,15.00000000,45.49761359,-73.59929226,15.00000000,44.47797066,22.23898533
44,4.8,26.72,2,15.00000000,45.49771359,-73.59929226,15.00000000,55.59746332,22.23898533
45,4.8,26.72,2,15.00000000,45.49781359,-73.59929226,15.00000000,66.71695599,22.23898533
46,4.8,26.72,2,15.00000000,45.49791359,-73.59929226,15.00000000,77.83644865,22.23898533
47,4.8,26.72,2,15.00000000,45.49801359,-73.59929226,15.00000000,88.95594132,22.23898533
48,4.8,26.72,2,15.00000000,45.49811359,-73.59929226,15.00000000,100.07543398,22.23898533
49,4.8,26.72,2,15.00000000,45.49821359,-73.59929226,15.00000000,111.19492665,22.23898533
